extracurricularactivities,skills,location,yearofstudy,subjects,gpa,languages,clubmemberships,interestarea,gender
Volunteer Group,"Problem Solving, Programming, Leadership",Dadra & Nagar Haveli and Daman & Diu,Graduate,Mathematics,7.28,"English, Japanese, French, Chinese, Spanish","Coding Club, Art Club, Music Club",Mathematics,Female
Coding Club,"Data Analysis, Artistic",Delhi,Freshman,Physics,7.44,"English, Chinese, Japanese, German","Coding Club, Music Club, Debate Club, Art Club",Computer science,Male
Debate Club,"Artistic, Leadership",Jammu & Kashmir,Graduate,Biology,5.44,"French, English, Spanish","Debate Club, Sports Team, Volunteer Group, Coding Club, Music Club",Biology,Male
Coding Club,"Programming, Public Speaking, Leadership, Data Analysis",Ladakh,Freshman,Mathematics,4.44,Chinese,"Coding Club, Music Club, Art Club, Debate Club",History,Female
Music Club,"Programming, Data Analysis, Leadership, Public Speaking, Artistic",Lakshadweep,Junior,History,6.74,"Spanish, French, Japanese",Debate Club,History,Female
Sports Team,"Public Speaking, Leadership",Puducherry,Junior,Physics,5.44,"French, Japanese, Spanish, Chinese, German, English","Sports Team, Coding Club, Debate Club, Volunteer Group, Music Club, Art Club",Biology,Female
Sports Team,Programming,Bihar,Sophomore,Physics,7.82,"Chinese, Spanish, French, English, German, Japanese","Sports Team, Art Club, Volunteer Group, Coding Club",Computer science,Female
Music Club,"Artistic, Programming, Leadership, Data Analysis, Problem Solving",Chhattisgarh,Sophomore,Mathematics,7.12,"French, English, Japanese, German","Music Club, Debate Club, Art Club, Volunteer Group, Coding Club",Mathematics,Female
Coding Club,"Public Speaking, Artistic, Leadership, Programming",Goa,Graduate,Computer Science,4.38,"English, French, Japanese, Spanish","Music Club, Coding Club, Sports Team, Volunteer Group, Art Club",Biology,Female
Debate Club,"Programming, Public Speaking, Leadership, Data Analysis, Artistic, Problem Solving",Gujarat,Sophomore,Mathematics,4.16,"English, German, Chinese, French","Volunteer Group, Art Club",Biology,Male
Music Club,"Leadership, Data Analysis, Programming, Problem Solving, Artistic, Public Speaking",Haryana,Graduate,Computer Science,5.46,"English, Chinese, French, Spanish","Music Club, Art Club, Coding Club",History,Female
Music Club,"Problem Solving, Leadership, Data Analysis",Himachal Pradesh,Senior,Biology,4.84,"French, Spanish, German, Chinese","Debate Club, Music Club, Volunteer Group",Biology,Female
Debate Club,"Data Analysis, Problem Solving, Leadership, Public Speaking",Jharkhand,Senior,Mathematics,4.72,"Spanish, Japanese, German","Sports Team, Debate Club, Music Club",History,Male
Volunteer Group,"Data Analysis, Artistic, Leadership",Karnataka,Sophomore,Psychology,6.74,Chinese,Coding Club,History,Male
Art Club,"Public Speaking, Programming, Leadership",Kerala,Sophomore,History,5.62,"Chinese, English, German, Japanese, French","Debate Club, Music Club, Sports Team, Art Club, Volunteer Group",Computer science,Male
Music Club,"Artistic, Public Speaking, Problem Solving, Programming, Leadership",Madhya Pradesh,Freshman,Biology,4.8,"Japanese, Spanish","Sports Team, Debate Club, Volunteer Group, Music Club",History,Male
Coding Club,"Leadership, Public Speaking, Artistic, Programming",Maharashtra,Sophomore,Mathematics,7.98,English,"Debate Club, Music Club, Coding Club, Sports Team, Volunteer Group, Art Club",Mathematics,Female
Coding Club,"Public Speaking, Problem Solving, Leadership, Data Analysis, Programming",Manipur,Freshman,History,7.88,"Japanese, German, French, Spanish","Debate Club, Sports Team, Art Club",Computer science,Female
Debate Club,Leadership,Meghalaya,Junior,Computer Science,7.42,"Chinese, Japanese, French","Debate Club, Sports Team, Music Club, Coding Club",Computer science,Female
Sports Team,"Leadership, Problem Solving, Public Speaking, Artistic, Data Analysis",Mizoram,Senior,Mathematics,6.22,"French, German, Spanish","Volunteer Group, Music Club",Biology,Female
Music Club,"Data Analysis, Problem Solving, Artistic, Programming, Leadership",Nagaland,Graduate,Psychology,4.76,"Japanese, German, Chinese",Sports Team,Biology,Female
Music Club,"Data Analysis, Problem Solving, Artistic, Public Speaking",Odisha,Junior,Psychology,5.3,"German, French, Japanese, Chinese, English","Volunteer Group, Debate Club, Coding Club, Sports Team",Mathematics,Female
Sports Team,"Problem Solving, Artistic, Programming",Punjab,Freshman,Mathematics,7.08,"French, English, Japanese, German","Volunteer Group, Sports Team, Debate Club, Coding Club, Music Club",Mathematics,Male
Music Club,"Problem Solving, Leadership, Artistic",Rajasthan,Freshman,Computer Science,6.28,"German, Chinese","Debate Club, Sports Team",Mathematics,Female
Sports Team,Artistic,Sikkim,Junior,History,5.98,"Spanish, French, English","Coding Club, Music Club, Volunteer Group",Biology,Male
Debate Club,"Programming, Problem Solving, Artistic",Tamil Nadu,Junior,Mathematics,4.94,Spanish,"Coding Club, Volunteer Group",Biology,Male
Debate Club,"Artistic, Data Analysis, Problem Solving, Leadership, Public Speaking",Telangana,Senior,Psychology,5.38,"Spanish, Japanese, English, Chinese, French, German","Coding Club, Debate Club",Computer science,Female
Coding Club,"Leadership, Artistic, Public Speaking, Programming",Tripura,Junior,Mathematics,5.86,"Chinese, Japanese, Spanish, German, French","Art Club, Sports Team, Coding Club, Volunteer Group, Music Club",Biology,Male
Art Club,Data Analysis,Uttar Pradesh,Senior,Psychology,6.44,"English, German, Chinese","Sports Team, Music Club, Coding Club, Volunteer Group",History,Female
Coding Club,"Programming, Artistic, Public Speaking",Uttarakhand,Freshman,Mathematics,5.68,"Japanese, English, German, Chinese, Spanish","Sports Team, Volunteer Group",Biology,Male
Music Club,"Problem Solving, Artistic, Data Analysis, Public Speaking",West Bengal,Freshman,Mathematics,7.7,"Japanese, French, English, German, Spanish, Chinese","Art Club, Debate Club, Coding Club, Music Club",Computer science,Female
Sports Team,"Problem Solving, Programming, Data Analysis, Public Speaking, Artistic",Andhra Pradesh,Sophomore,Computer Science,5.5,"French, German, English, Spanish, Chinese, Japanese","Volunteer Group, Music Club, Sports Team, Art Club, Coding Club",Mathematics,Male
Sports Team,"Programming, Problem Solving",Arunachal Pradesh,Sophomore,Psychology,5.0,"German, Japanese, English","Sports Team, Art Club, Volunteer Group, Music Club",History,Female
Debate Club,"Programming, Artistic, Leadership, Data Analysis",Assam,Freshman,Mathematics,4.24,"Chinese, Spanish","Volunteer Group, Art Club, Music Club, Debate Club",Biology,Female
Sports Team,"Programming, Leadership, Artistic",Andaman & Nicobar Islands,Senior,Mathematics,5.46,Spanish,"Sports Team, Art Club, Music Club, Volunteer Group",Mathematics,Female
Sports Team,"Data Analysis, Public Speaking, Artistic, Problem Solving, Programming",Chandigarh,Graduate,Psychology,6.96,"Spanish, German, English, Japanese, French, Chinese","Debate Club, Art Club, Volunteer Group",History,Female
Debate Club,"Public Speaking, Problem Solving, Artistic, Data Analysis, Leadership, Programming",Dadra & Nagar Haveli and Daman & Diu,Freshman,Psychology,4.74,"Spanish, English, Japanese, French, German","Music Club, Volunteer Group, Sports Team, Coding Club, Debate Club, Art Club",History,Female
Coding Club,"Programming, Public Speaking, Data Analysis, Problem Solving, Artistic",Delhi,Senior,Psychology,6.12,French,Art Club,History,Male
Music Club,Leadership,Jammu & Kashmir,Senior,Mathematics,7.48,"English, German, Chinese, Spanish, Japanese, French","Art Club, Volunteer Group",Computer science,Male
Coding Club,"Programming, Problem Solving, Data Analysis, Leadership, Public Speaking, Artistic",Ladakh,Junior,Mathematics,5.44,"Spanish, Japanese, English, German","Debate Club, Coding Club, Volunteer Group, Sports Team",Biology,Male
Art Club,"Public Speaking, Artistic, Data Analysis, Programming, Problem Solving",Lakshadweep,Senior,Computer Science,6.1,"English, French, Spanish, German, Chinese","Volunteer Group, Sports Team, Music Club, Debate Club, Coding Club, Art Club",Mathematics,Female
Coding Club,"Leadership, Public Speaking, Artistic, Programming, Data Analysis, Problem Solving",Puducherry,Freshman,Psychology,4.16,"Chinese, Spanish, French","Music Club, Volunteer Group, Art Club, Sports Team, Debate Club, Coding Club",History,Male
Volunteer Group,"Public Speaking, Leadership, Artistic, Data Analysis",Bihar,Senior,Computer Science,4.12,"French, Japanese, Spanish","Art Club, Sports Team",History,Female
Music Club,"Leadership, Artistic, Public Speaking, Problem Solving, Data Analysis",Chhattisgarh,Sophomore,Psychology,7.66,"German, Chinese, Japanese, French","Volunteer Group, Art Club, Debate Club",Computer science,Female
Volunteer Group,"Artistic, Public Speaking, Programming, Problem Solving",Goa,Junior,Physics,5.7,"English, French, German, Japanese, Chinese, Spanish","Sports Team, Coding Club",Mathematics,Male
Art Club,Artistic,Gujarat,Sophomore,Computer Science,5.56,"Chinese, English, Spanish, Japanese, French, German",Coding Club,Biology,Male
Sports Team,"Leadership, Problem Solving, Programming",Haryana,Senior,Physics,5.26,"French, Japanese, German, Spanish",Sports Team,Mathematics,Female
Debate Club,"Artistic, Problem Solving, Leadership",Himachal Pradesh,Senior,Psychology,6.66,"English, German, Spanish","Art Club, Coding Club, Volunteer Group, Debate Club, Music Club",Mathematics,Male
Debate Club,"Leadership, Public Speaking, Programming, Data Analysis, Problem Solving, Artistic",Jharkhand,Sophomore,Computer Science,4.06,"English, German, Chinese, French",Coding Club,History,Female
Art Club,"Artistic, Programming, Problem Solving, Data Analysis",Karnataka,Sophomore,Physics,5.52,"English, French, Japanese, Spanish, German","Sports Team, Debate Club, Art Club, Volunteer Group, Coding Club",Mathematics,Female
Music Club,"Artistic, Programming, Problem Solving, Data Analysis",Kerala,Freshman,History,4.32,"German, English, French, Japanese, Chinese, Spanish",Coding Club,History,Female
Debate Club,"Leadership, Public Speaking, Artistic, Problem Solving, Data Analysis, Programming",Madhya Pradesh,Freshman,History,5.16,"German, Japanese, French",Sports Team,Biology,Female
Debate Club,"Data Analysis, Programming, Artistic, Problem Solving, Leadership",Maharashtra,Freshman,Physics,4.34,"German, Chinese, French, English, Spanish","Sports Team, Music Club, Art Club",Biology,Female
Volunteer Group,Leadership,Manipur,Senior,Psychology,6.16,"Japanese, English, German","Sports Team, Music Club, Art Club, Volunteer Group, Debate Club, Coding Club",History,Male
Debate Club,"Public Speaking, Problem Solving, Data Analysis, Leadership",Meghalaya,Junior,Computer Science,7.3,"French, German, Spanish, English","Sports Team, Volunteer Group",Computer science,Male
Sports Team,"Artistic, Leadership, Problem Solving, Public Speaking, Programming, Data Analysis",Mizoram,Freshman,History,4.02,"Spanish, Chinese, French, English, Japanese, German","Coding Club, Music Club, Volunteer Group",History,Female
Music Club,"Public Speaking, Programming",Nagaland,Senior,Biology,7.22,"German, Japanese, English, French, Chinese","Debate Club, Art Club, Sports Team, Volunteer Group",Mathematics,Female
Music Club,"Programming, Leadership",Odisha,Senior,Mathematics,6.96,"Spanish, German, Japanese, French, Chinese, English",Music Club,Mathematics,Male
Coding Club,"Data Analysis, Programming, Problem Solving, Leadership, Public Speaking",Punjab,Graduate,Psychology,4.76,"Spanish, Japanese, English, German","Coding Club, Sports Team, Volunteer Group",History,Male
Music Club,Data Analysis,Rajasthan,Junior,History,6.7,French,"Sports Team, Debate Club, Art Club",Mathematics,Female
Debate Club,"Leadership, Public Speaking, Data Analysis, Programming",Sikkim,Senior,Mathematics,5.68,"German, Spanish, French, Japanese, Chinese","Coding Club, Volunteer Group, Sports Team",Biology,Male
Sports Team,"Programming, Artistic, Data Analysis",Tamil Nadu,Freshman,History,5.3,Japanese,"Art Club, Sports Team, Debate Club, Music Club, Coding Club",Biology,Female
Sports Team,"Programming, Public Speaking, Leadership, Artistic, Data Analysis",Telangana,Junior,Biology,5.7,"German, Japanese, French","Coding Club, Sports Team",Mathematics,Male
Music Club,"Problem Solving, Programming, Public Speaking",Tripura,Graduate,History,6.9,Spanish,"Debate Club, Volunteer Group, Art Club, Sports Team, Music Club",Computer science,Female
Coding Club,"Artistic, Leadership, Data Analysis",Uttar Pradesh,Senior,Biology,5.38,"Spanish, Japanese","Volunteer Group, Debate Club, Sports Team, Coding Club",Biology,Male
Debate Club,"Programming, Leadership, Data Analysis, Problem Solving, Artistic",Uttarakhand,Senior,Mathematics,5.4,"Japanese, French","Art Club, Music Club",Biology,Female
Sports Team,"Leadership, Public Speaking, Artistic, Programming, Problem Solving, Data Analysis",West Bengal,Graduate,History,5.92,"Spanish, Japanese, Chinese, German","Debate Club, Music Club, Volunteer Group",Biology,Male
Art Club,Public Speaking,Andhra Pradesh,Graduate,History,6.32,"Japanese, German, French, English, Spanish, Chinese","Sports Team, Volunteer Group",Mathematics,Male
Music Club,"Programming, Leadership, Data Analysis, Public Speaking, Artistic",Arunachal Pradesh,Sophomore,Psychology,5.14,"Spanish, French","Music Club, Debate Club, Sports Team, Coding Club, Volunteer Group, Art Club",History,Female
Art Club,"Leadership, Data Analysis, Public Speaking, Artistic",Assam,Sophomore,Physics,6.28,"Chinese, German","Coding Club, Art Club, Volunteer Group, Music Club, Sports Team",Biology,Male
Coding Club,"Public Speaking, Leadership, Programming, Problem Solving, Data Analysis, Artistic",Andaman & Nicobar Islands,Sophomore,Biology,7.02,"English, Japanese, German, Spanish, Chinese, French","Music Club, Sports Team, Coding Club, Volunteer Group, Art Club",Computer science,Female
Volunteer Group,"Problem Solving, Leadership, Programming, Public Speaking",Chandigarh,Senior,Mathematics,5.52,"French, Chinese, German","Coding Club, Debate Club, Music Club",Biology,Male
Art Club,"Artistic, Programming",Dadra & Nagar Haveli and Daman & Diu,Freshman,Mathematics,4.04,"French, German, English",Debate Club,Biology,Female
Music Club,"Artistic, Leadership, Problem Solving, Programming, Data Analysis, Public Speaking",Delhi,Senior,Computer Science,4.02,"Spanish, French","Music Club, Sports Team",History,Male
Music Club,"Public Speaking, Problem Solving, Artistic",Jammu & Kashmir,Junior,Biology,7.46,"Chinese, Spanish, German, French, English","Debate Club, Coding Club, Music Club",Mathematics,Female
Sports Team,Public Speaking,Ladakh,Graduate,Psychology,4.32,Chinese,"Sports Team, Debate Club, Art Club, Volunteer Group",Biology,Male
Debate Club,"Problem Solving, Leadership",Lakshadweep,Graduate,Biology,7.02,"German, Spanish, English, Japanese","Sports Team, Coding Club, Debate Club, Art Club, Music Club, Volunteer Group",Computer science,Female
Sports Team,"Problem Solving, Data Analysis, Public Speaking, Programming",Puducherry,Junior,Physics,7.7,"Japanese, Chinese, German, English, French","Sports Team, Debate Club",Computer science,Male
